project_id,project_type,location,initial_estimated_duration,initial_estimated_cost,square_footage,num_floors,soil_condition_score,complexity_score,actual_duration,actual_cost,weather_delays,avg_daily_workers,equipment_utilization_rate,safety_incidents,safety_score,defects_found,quality_score,delay_in_days,cost_overrun,cost_per_sqft,productivity_rate,cost_overrun_percentage,delay_percentage
482,Commercial,Site_481,534,9499829.39,17154,32,5.14,2.64,678,10185641.84,4,190,0.77,3,9.24,22,6.84,144,685812.44,593.78,0.13,7.22,26.97
483,Infrastructure,Site_482,322,6440394.27,9004,21,9.03,9.69,440,6761979.67,1,167,0.87,3,9.61,44,9.88,118,321585.4,751.0,0.12,4.99,36.65
484,Commercial,Site_483,165,7942515.9,10752,46,8.9,4.85,159,8845976.58,16,12,0.69,2,8.61,17,8.67,-6,903460.68,822.73,5.64,11.37,-3.64
485,Commercial,Site_484,354,6316450.87,56426,5,8.18,6.69,367,6356427.9,7,131,0.77,2,9.26,48,9.11,13,39977.03,112.65,1.17,0.63,3.67
486,Commercial,Site_485,544,5101785.25,27819,6,5.1,7.54,739,6719417.94,5,52,0.95,4,7.42,24,9.1,195,1617632.69,241.54,0.72,31.71,35.85
487,Infrastructure,Site_486,473,6777791.12,93051,38,7.36,4.3,474,8606062.25,20,16,0.84,3,8.04,0,8.14,1,1828271.13,92.49,12.27,26.97,0.21
488,Residential,Site_487,653,5753513.8,25217,22,5.13,2.33,880,6845111.41,28,134,0.89,0,8.17,14,9.19,227,1091597.61,271.45,0.21,18.97,34.76
489,Residential,Site_488,595,6176020.7,89708,18,8.7,2.86,826,7004814.68,8,58,0.75,1,8.53,33,8.38,231,828793.98,78.08,1.87,13.42,38.82
490,Infrastructure,Site_489,456,7946409.26,33994,14,4.03,3.82,545,11486038.14,12,130,0.87,4,9.79,47,7.26,89,3539628.88,337.88,0.48,44.54,19.52
491,Residential,Site_490,233,5068586.4,16036,10,9.7,6.72,300,4650297.61,10,82,0.61,1,9.62,19,8.24,67,-418288.79,289.99,0.65,-8.25,28.76
492,Infrastructure,Site_491,158,887164.01,78275,46,9.32,4.58,197,1207842.43,28,50,0.64,0,7.4,36,8.13,39,320678.42,15.43,7.95,36.15,24.68
493,Industrial,Site_492,188,2057995.07,98756,13,7.42,1.06,229,2965870.83,15,115,0.67,0,7.52,26,9.29,41,907875.76,30.03,3.75,44.11,21.81
494,Infrastructure,Site_493,485,4666768.56,50416,31,2.79,5.71,477,5449911.81,15,86,0.74,1,8.07,21,9.93,-8,783143.25,108.1,1.23,16.78,-1.65
495,Residential,Site_494,114,7385852.32,10587,30,1.32,9.29,95,9087658.27,26,191,0.9,4,7.87,4,7.64,-19,1701805.95,858.38,0.58,23.04,-16.67
496,Infrastructure,Site_495,558,6136147.16,96665,3,8.55,8.31,561,8999753.35,1,136,0.72,1,8.84,33,9.05,3,2863606.19,93.1,1.27,46.67,0.54
497,Commercial,Site_496,573,6677794.77,1645,30,1.65,8.43,687,6860542.7,9,100,0.83,4,9.71,38,6.4,114,182747.93,4170.54,0.02,2.74,19.9
498,Industrial,Site_497,654,5053149.82,31930,6,8.54,8.16,563,6124826.43,11,164,0.85,4,9.89,2,9.11,-91,1071676.61,191.82,0.35,21.21,-13.91
499,Commercial,Site_498,240,6349549.21,82835,29,4.91,3.91,193,7523153.38,7,17,0.81,2,8.96,16,7.49,-47,1173604.17,90.82,25.25,18.48,-19.58
500,Industrial,Site_499,233,3625665.66,31090,8,4.07,7.89,205,3825206.3,10,41,0.73,3,9.51,23,6.16,-28,199540.64,123.04,3.7,5.5,-12.02
501,Industrial,Site_500,658,4966734.63,88489,44,9.03,2.29,808,6909502.37,29,73,0.8,3,8.58,23,7.45,150,1942767.74,78.08,1.5,39.12,22.8
502,Residential,Site_501,128,7570651.12,53142,45,6.04,6.92,177,10899923.36,9,147,0.72,0,7.62,2,8.44,49,3329272.24,205.11,2.04,43.98,38.28
503,Industrial,Site_502,198,8782411.4,27475,43,5.77,6.77,275,12024522.42,12,22,0.63,2,8.57,44,6.48,77,3242111.02,437.65,4.54,36.92,38.89
504,Commercial,Site_503,131,4619725.67,19888,44,5.59,1.23,143,4699255.99,24,102,0.95,3,8.67,6,9.7,12,79530.32,236.29,1.36,1.72,9.16
505,Commercial,Site_504,275,914785.75,44732,33,3.71,8.09,363,870921.02,16,172,0.64,4,9.23,24,6.31,88,-43864.73,19.47,0.72,-4.8,32.0
506,Residential,Site_505,487,2035889.17,82623,17,7.86,9.13,604,2571870.97,6,70,0.63,4,7.66,2,9.72,117,535981.81,31.13,1.95,26.33,24.02
507,Infrastructure,Site_506,312,698180.82,47305,48,2.53,3.41,343,652280.22,23,191,0.91,1,8.1,14,8.83,31,-45900.6,13.79,0.72,-6.57,9.94
508,Residential,Site_507,723,6705998.68,47037,11,9.39,8.31,826,8742580.53,2,17,0.71,1,8.09,28,7.32,103,2036581.85,185.87,3.35,30.37,14.25
509,Infrastructure,Site_508,222,3656988.94,10346,13,8.94,1.74,195,4455143.35,29,38,0.83,4,9.88,49,7.56,-27,798154.41,430.62,1.4,21.83,-12.16
510,Infrastructure,Site_509,252,5653547.04,1587,11,3.37,6.4,343,7336446.53,19,104,0.72,4,8.33,28,8.96,91,1682899.49,4622.84,0.04,29.77,36.11
511,Residential,Site_510,304,5186130.04,13763,31,7.29,5.37,307,6503938.47,12,50,0.74,1,9.27,9,8.41,3,1317808.42,472.57,0.9,25.41,0.99
512,Industrial,Site_511,324,1274501.65,60165,28,5.73,5.91,345,1470292.56,18,167,0.69,3,9.25,31,8.69,21,195790.91,24.44,1.04,15.36,6.48
513,Infrastructure,Site_512,677,4330982.93,70615,44,3.38,9.34,814,4419882.02,6,158,0.72,0,7.8,22,7.56,137,88899.09,62.59,0.55,2.05,20.24
514,Infrastructure,Site_513,98,2595330.69,37116,6,9.89,8.84,98,2811836.5,8,20,0.74,1,8.72,38,7.95,0,216505.81,75.76,18.94,8.34,0.0
515,Residential,Site_514,163,4474797.99,86751,41,0.25,8.07,155,5435538.66,18,11,0.85,3,9.68,8,9.96,-8,960740.67,62.66,50.88,21.47,-4.91
516,Commercial,Site_515,581,2433993.66,92353,16,2.53,3.46,684,3142579.98,12,187,0.78,3,8.43,36,6.86,103,708586.32,34.03,0.72,29.11,17.73
517,Infrastructure,Site_516,342,8484297.86,91301,4,5.2,9.21,278,11603887.73,21,178,0.93,3,9.84,39,7.67,-64,3119589.87,127.09,1.85,36.77,-18.71
518,Residential,Site_517,319,2154836.7,96648,35,5.22,1.88,393,2931229.6,7,140,0.61,2,7.64,13,7.17,74,776392.9,30.33,1.76,36.03,23.2
519,Infrastructure,Site_518,608,9627415.24,26556,48,5.89,8.68,673,14283360.77,21,89,0.78,2,7.22,3,9.06,65,4655945.53,537.86,0.44,48.36,10.69
520,Industrial,Site_519,263,4451119.98,60042,26,7.52,3.95,305,4769396.73,17,188,0.8,3,9.67,19,9.06,42,318276.75,79.43,1.05,7.15,15.97
521,Residential,Site_520,257,8539330.27,19099,12,6.23,1.48,303,8049739.94,28,96,0.92,4,9.54,27,7.17,46,-489590.33,421.47,0.66,-5.73,17.9
522,Industrial,Site_521,259,6473265.77,46096,11,6.0,7.02,289,7168456.72,22,162,0.62,2,9.98,13,6.33,30,695190.95,155.51,0.98,10.74,11.58
523,Commercial,Site_522,482,7485827.84,72986,37,0.54,3.08,554,10075749.74,1,167,0.8,1,9.04,43,6.05,72,2589921.9,138.05,0.79,34.6,14.94
524,Infrastructure,Site_523,723,7793376.94,14230,25,3.77,3.19,875,9062660.79,17,115,0.9,2,9.81,33,7.71,152,1269283.85,636.87,0.14,16.29,21.02
525,Industrial,Site_524,283,5296026.38,30009,18,2.32,3.75,354,7365041.2,17,148,0.68,4,9.48,12,7.64,71,2069014.82,245.43,0.57,39.07,25.09
526,Residential,Site_525,606,5661354.97,71969,19,2.65,1.57,749,6961178.4,10,26,0.91,0,9.53,30,9.95,143,1299823.43,96.72,3.7,22.96,23.6
527,Industrial,Site_526,118,5382960.74,34866,23,5.54,2.59,155,7847684.08,0,163,0.61,2,8.71,32,7.88,37,2464723.33,225.08,1.38,45.79,31.36
528,Infrastructure,Site_527,254,6086554.59,85246,38,2.0,1.05,232,8939432.68,13,32,0.86,3,8.15,38,7.03,-22,2852878.09,104.87,11.48,46.87,-8.66
529,Residential,Site_528,511,779247.23,77975,18,2.94,5.01,531,733725.72,15,193,0.93,3,9.8,27,9.56,20,-45521.52,9.41,0.76,-5.84,3.91
530,Infrastructure,Site_529,428,4257394.11,42855,26,2.37,1.76,585,4997533.84,10,189,0.83,3,8.3,24,7.96,157,740139.72,116.61,0.39,17.38,36.68
531,Residential,Site_530,585,6258792.78,82557,6,9.49,7.14,607,7922464.0,0,57,0.75,0,8.62,31,8.4,22,1663671.22,95.96,2.39,26.58,3.76
532,Infrastructure,Site_531,454,6178373.87,7416,4,9.45,3.12,397,6509062.22,29,29,0.62,4,8.34,8,6.38,-57,330688.35,877.71,0.64,5.35,-12.56
533,Industrial,Site_532,431,8033082.9,73516,44,6.1,9.49,480,9191823.52,6,11,0.92,1,8.69,27,7.53,49,1158740.62,125.03,13.92,14.42,11.37
534,Commercial,Site_533,589,6722588.72,56915,29,9.25,8.84,509,8783794.42,28,97,0.76,4,8.41,30,9.78,-80,2061205.7,154.33,1.15,30.66,-13.58
535,Residential,Site_534,600,9925266.51,19058,34,7.86,3.6,553,10282978.43,15,40,0.61,0,7.14,16,8.36,-47,357711.93,539.56,0.86,3.6,-7.83
536,Industrial,Site_535,416,3196618.02,77637,17,5.9,8.05,581,4031538.88,29,164,0.84,3,9.65,22,7.38,165,834920.86,51.93,0.81,26.12,39.66
537,Commercial,Site_536,306,3911934.78,41718,43,0.06,8.23,344,5157763.55,13,139,0.77,4,8.33,12,8.5,38,1245828.77,123.63,0.87,31.85,12.42
538,Commercial,Site_537,390,4146547.94,33602,43,7.73,9.88,378,3957041.52,14,87,0.64,1,8.77,9,9.64,-12,-189506.42,117.76,1.02,-4.57,-3.08
539,Industrial,Site_538,221,4925221.67,75658,16,7.02,6.38,308,5902964.8,13,13,0.67,3,7.42,15,7.1,87,977743.13,78.02,18.9,19.85,39.37
540,Residential,Site_539,159,8441981.61,79112,2,6.15,1.74,219,8930333.51,27,150,0.62,1,7.01,5,8.02,60,488351.9,112.88,2.41,5.78,37.74
541,Residential,Site_540,341,2740024.89,59067,34,7.6,6.82,362,3656924.39,20,172,0.8,2,7.74,47,9.83,21,916899.5,61.91,0.95,33.46,6.16
542,Residential,Site_541,504,7872001.97,28516,8,5.13,6.62,481,7980110.57,10,137,0.82,1,9.11,10,6.69,-23,108108.6,279.85,0.43,1.37,-4.56
543,Infrastructure,Site_542,534,4350446.74,88969,13,7.04,6.75,695,6244382.18,15,143,0.78,3,7.3,2,8.88,161,1893935.44,70.19,0.9,43.53,30.15
544,Industrial,Site_543,271,6217626.14,2089,42,9.35,3.76,333,7203522.8,18,40,0.89,2,9.73,27,8.46,62,985896.66,3448.31,0.16,15.86,22.88
545,Residential,Site_544,256,6509135.07,38346,8,3.76,8.74,310,6631518.64,16,147,0.9,3,7.65,40,8.72,54,122383.57,172.94,0.84,1.88,21.09
546,Commercial,Site_545,180,4042062.05,75663,30,7.08,9.64,240,4700162.62,26,30,0.82,3,7.61,14,7.4,60,658100.56,62.12,10.51,16.28,33.33
547,Residential,Site_546,620,5369844.45,11487,32,4.76,2.96,752,6149794.26,25,32,0.6,2,7.54,12,7.26,132,779949.81,535.37,0.48,14.52,21.29
548,Residential,Site_547,128,4423796.16,1155,36,6.74,1.79,124,5119886.57,5,140,0.84,1,7.04,41,8.74,-4,696090.41,4432.8,0.07,15.74,-3.12
549,Infrastructure,Site_548,215,1156761.47,68494,47,7.63,2.75,261,1447498.17,10,169,0.75,0,9.32,44,6.86,46,290736.7,21.13,1.55,25.13,21.4
550,Infrastructure,Site_549,540,4653071.19,77229,30,0.45,8.38,531,5642799.14,16,157,0.8,0,9.63,16,7.68,-9,989727.95,73.07,0.93,21.27,-1.67
551,Residential,Site_550,262,1425237.23,39547,1,6.47,7.09,328,1410794.27,8,38,0.83,0,8.84,6,6.75,66,-14442.96,35.67,3.17,-1.01,25.19
552,Infrastructure,Site_551,309,4347697.59,29795,43,2.27,6.72,362,4083998.62,17,114,0.72,0,7.56,27,6.03,53,-263698.97,137.07,0.72,-6.07,17.15
553,Residential,Site_552,727,6132724.8,56296,39,6.7,4.62,615,8203434.85,16,61,0.92,4,7.86,37,9.88,-112,2070710.05,145.72,1.5,33.76,-15.41
554,Infrastructure,Site_553,147,6004441.54,22447,17,4.68,6.2,162,7420471.76,11,124,0.65,0,8.43,12,7.73,15,1416030.22,330.58,1.12,23.58,10.2
555,Residential,Site_554,565,6794902.15,37598,20,7.74,3.77,568,7579036.99,22,183,0.84,2,9.86,16,9.88,3,784134.84,201.58,0.36,11.54,0.53
556,Infrastructure,Site_555,545,1404984.33,42814,24,1.23,5.29,543,1945923.94,21,171,0.6,0,7.74,14,6.56,-2,540939.61,45.45,0.46,38.5,-0.37
557,Commercial,Site_556,450,6695170.83,91751,22,6.26,8.14,522,7584524.42,21,110,0.92,3,9.19,35,8.35,72,889353.58,82.66,1.6,13.28,16.0
558,Industrial,Site_557,90,3465406.54,76330,29,2.78,9.83,89,4773871.46,29,93,0.64,0,8.32,27,6.8,-1,1308464.92,62.54,9.22,37.76,-1.11
559,Commercial,Site_558,476,4290936.49,99745,22,8.53,9.39,602,4649030.91,4,70,0.63,1,7.89,14,9.16,126,358094.43,46.61,2.37,8.35,26.47
560,Industrial,Site_559,437,8650869.41,88960,44,9.28,9.4,368,8163887.56,10,134,0.72,2,8.37,45,9.13,-69,-486981.85,91.77,1.8,-5.63,-15.79
561,Residential,Site_560,279,585788.84,64278,9,9.96,4.62,333,855007.91,3,80,0.73,2,7.21,10,6.45,54,269219.07,13.3,2.41,45.96,19.35
562,Commercial,Site_561,594,6089920.02,56077,37,7.96,5.22,763,6922598.91,26,79,0.68,4,9.4,30,9.65,169,832678.89,123.45,0.93,13.67,28.45
563,Infrastructure,Site_562,280,6187782.81,72906,10,7.54,7.35,337,8512010.22,3,148,0.8,3,7.73,3,6.78,57,2324227.4,116.75,1.46,37.56,20.36
564,Commercial,Site_563,597,4268267.88,10528,36,2.16,9.3,655,4556318.25,2,117,0.76,2,9.18,34,8.45,58,288050.37,432.78,0.14,6.75,9.72
565,Commercial,Site_564,458,2751764.64,94812,37,3.36,2.28,627,3543774.98,25,30,0.61,1,7.21,33,9.94,169,792010.33,37.38,5.04,28.78,36.9
566,Commercial,Site_565,498,2729403.36,51100,28,4.66,3.74,488,3886633.61,23,140,0.71,0,9.87,26,9.53,-10,1157230.24,76.06,0.75,42.4,-2.01
567,Commercial,Site_566,206,8895241.86,9179,28,7.73,2.25,167,8227977.87,22,91,0.88,2,7.58,9,9.83,-39,-667264.0,896.39,0.6,-7.5,-18.93
568,Infrastructure,Site_567,223,4699231.55,49781,42,9.15,6.51,236,6571318.27,24,97,0.84,1,9.65,29,7.37,13,1872086.72,132.0,2.17,39.84,5.83
569,Infrastructure,Site_568,147,3643448.95,56267,43,1.89,3.76,120,4528077.64,16,120,0.85,0,9.43,44,6.42,-27,884628.69,80.47,3.91,24.28,-18.37
570,Residential,Site_569,645,4763386.95,83379,21,9.22,3.93,885,6023222.07,6,19,0.84,4,9.9,19,6.75,240,1259835.12,72.24,4.96,26.45,37.21
571,Commercial,Site_570,262,6859208.81,24952,24,6.96,1.64,242,8326357.91,25,164,0.71,2,8.43,28,8.0,-20,1467149.1,333.7,0.63,21.39,-7.63
572,Commercial,Site_571,238,1884687.4,54798,42,6.11,4.15,303,2685085.98,3,21,0.63,2,9.18,28,9.17,65,800398.58,49.0,8.61,42.47,27.31
573,Industrial,Site_572,169,4769621.43,99696,40,2.0,8.76,213,4416955.69,22,16,0.7,1,8.11,22,6.6,44,-352665.74,44.3,29.25,-7.39,26.04
574,Infrastructure,Site_573,302,6084901.53,51939,2,0.56,3.1,281,6429410.61,12,154,0.89,3,7.55,49,8.64,-21,344509.08,123.79,1.2,5.66,-6.95
575,Residential,Site_574,292,9511541.87,30516,8,5.68,7.26,342,13558298.92,11,123,0.94,4,8.33,20,7.29,50,4046757.05,444.3,0.73,42.55,17.12
576,Infrastructure,Site_575,318,2899013.93,57526,48,6.52,6.67,263,3917748.94,0,35,0.77,3,7.5,47,7.36,-55,1018735.01,68.1,6.25,35.14,-17.3
577,Industrial,Site_576,316,3912882.11,11449,27,2.11,8.77,344,3563019.95,20,24,0.6,2,9.95,42,8.65,28,-349862.15,311.21,1.39,-8.94,8.86
578,Industrial,Site_577,621,4103906.6,51290,22,5.56,2.19,502,4966563.24,18,42,0.65,3,7.29,9,7.87,-119,862656.64,96.83,2.43,21.02,-19.16
579,Infrastructure,Site_578,530,6252612.5,87661,37,8.56,9.8,716,7614078.9,20,71,0.71,0,8.77,40,9.25,186,1361466.41,86.86,1.72,21.77,35.09
580,Commercial,Site_579,491,3888954.5,73954,27,8.35,6.24,680,4435466.48,19,56,0.8,4,8.88,11,6.62,189,546511.98,59.98,1.94,14.05,38.49
581,Industrial,Site_580,136,5568363.29,23746,29,9.27,9.96,126,6005123.43,17,104,0.63,3,8.61,29,9.16,-10,436760.14,252.89,1.81,7.84,-7.35
582,Commercial,Site_581,322,7927008.13,68990,3,3.66,9.2,297,10376730.38,10,44,0.93,0,8.99,32,6.26,-25,2449722.25,150.41,5.28,30.9,-7.76
583,Industrial,Site_582,394,7201163.14,59810,44,3.18,2.99,493,7378846.65,19,85,0.73,1,7.35,17,6.78,99,177683.51,123.37,1.43,2.47,25.13
584,Industrial,Site_583,615,4740502.14,84297,13,7.49,1.51,585,6538902.35,2,132,0.92,3,8.67,13,8.62,-30,1798400.21,77.57,1.09,37.94,-4.88
585,Commercial,Site_584,232,8710053.69,16223,45,4.31,3.3,310,12035746.39,28,92,0.87,4,7.86,21,9.42,78,3325692.7,741.89,0.57,38.18,33.62
586,Infrastructure,Site_585,504,5802332.37,73237,10,0.88,5.75,576,6667790.06,16,34,0.86,0,9.82,20,7.01,72,865457.69,91.04,3.74,14.92,14.29
587,Industrial,Site_586,602,5629105.48,3597,36,2.83,2.54,608,6023867.92,11,66,0.81,3,9.29,0,7.31,6,394762.45,1674.69,0.09,7.01,1.0
588,Commercial,Site_587,462,824783.78,66677,9,4.19,2.51,600,882788.27,9,41,0.82,1,9.92,48,8.15,138,58004.49,13.24,2.71,7.03,29.87
589,Industrial,Site_588,655,9873583.31,3659,27,2.93,5.16,717,11743391.12,7,72,0.82,3,7.11,42,6.85,62,1869807.81,3209.45,0.07,18.94,9.47
590,Residential,Site_589,348,1668222.68,87516,34,3.32,1.3,468,2221651.44,14,21,0.82,0,7.86,14,9.24,120,553428.76,25.39,8.9,33.17,34.48
591,Industrial,Site_590,560,2695743.67,75567,1,2.94,2.1,759,3006620.1,4,72,0.79,3,7.59,35,9.09,199,310876.43,39.79,1.38,11.53,35.54
592,Industrial,Site_591,101,991119.95,16037,32,0.41,4.74,90,1254783.64,3,86,0.95,4,7.03,46,6.58,-11,263663.68,78.24,2.07,26.6,-10.89
593,Residential,Site_592,419,6580028.18,47738,25,6.37,1.57,335,7432080.49,25,101,0.86,2,7.73,21,7.86,-84,852052.3,155.68,1.41,12.95,-20.05
594,Residential,Site_593,447,2634661.18,72678,29,5.97,4.57,621,2852584.32,27,10,0.87,0,9.04,31,9.1,174,217923.14,39.25,11.7,8.27,38.93
595,Infrastructure,Site_594,497,2210099.16,13109,7,6.53,5.27,667,2022054.44,20,188,0.91,0,7.69,45,7.35,170,-188044.72,154.25,0.1,-8.51,34.21
596,Industrial,Site_595,462,1341278.05,23010,49,1.92,5.06,384,1210300.19,19,79,0.68,0,8.53,32,8.53,-78,-130977.86,52.6,0.76,-9.77,-16.88
597,Residential,Site_596,97,1481435.09,9787,3,2.96,8.82,126,1535247.64,18,145,0.63,0,9.66,40,6.2,29,53812.55,156.87,0.54,3.63,29.9
598,Commercial,Site_597,211,6054371.65,9472,20,6.2,5.77,226,6925255.31,20,142,0.77,3,9.08,38,8.43,15,870883.66,731.13,0.3,14.38,7.11
599,Infrastructure,Site_598,437,7037974.73,24383,20,6.0,5.21,417,9928870.0,3,95,0.78,4,8.18,22,6.61,-20,2890895.28,407.2,0.62,41.08,-4.58
600,Commercial,Site_599,179,4275100.39,62709,30,5.06,4.7,237,5895750.53,14,48,0.89,1,8.12,42,9.32,58,1620650.14,94.02,5.51,37.91,32.4
601,Residential,Site_600,405,5059022.28,70785,35,3.5,8.36,371,5364077.06,16,32,0.76,4,8.37,1,7.42,-34,305054.78,75.78,5.96,6.03,-8.4
602,Infrastructure,Site_601,267,7016693.49,35518,35,9.13,9.06,365,7344543.34,11,77,0.8,0,7.53,1,7.13,98,327849.85,206.78,1.26,4.67,36.7
603,Commercial,Site_602,629,665108.01,54909,49,3.4,8.68,580,689313.44,2,189,0.78,3,8.9,37,9.36,-49,24205.44,12.55,0.5,3.64,-7.79
604,Commercial,Site_603,130,3569741.24,19351,39,4.56,7.06,151,3939360.83,9,13,0.61,3,8.09,28,6.2,21,369619.59,203.57,9.86,10.35,16.15
605,Commercial,Site_604,591,9744428.61,70624,27,6.78,2.24,551,11682782.86,14,135,0.82,0,9.56,45,7.59,-40,1938354.25,165.42,0.95,19.89,-6.77
606,Commercial,Site_605,234,6011066.18,54330,26,5.43,3.49,263,6992076.17,9,184,0.89,3,9.27,2,7.48,29,981009.99,128.7,1.12,16.32,12.39
607,Residential,Site_606,290,2915133.51,16282,14,3.47,1.41,351,3005397.47,23,30,0.66,0,8.83,38,7.14,61,90263.96,184.58,1.55,3.1,21.03
608,Commercial,Site_607,550,5456435.44,85866,17,4.36,9.38,502,5337871.72,22,193,0.81,4,8.09,6,9.65,-48,-118563.73,62.17,0.89,-2.17,-8.73
609,Infrastructure,Site_608,647,3755208.14,22778,18,7.94,6.95,719,3408026.71,17,114,0.81,2,7.63,35,9.0,72,-347181.43,149.62,0.28,-9.25,11.13
610,Infrastructure,Site_609,636,5556327.39,25264,45,2.78,7.72,687,5513976.75,0,75,0.66,3,9.33,28,6.26,51,-42350.64,218.25,0.49,-0.76,8.02
611,Industrial,Site_610,342,1694544.36,60675,29,1.42,3.8,288,2242244.52,2,196,0.64,0,8.46,36,8.86,-54,547700.16,36.95,1.07,32.32,-15.79
612,Industrial,Site_611,479,1760789.21,6075,20,3.13,8.61,618,1842107.99,20,16,0.94,0,7.67,48,8.11,139,81318.78,303.23,0.61,4.62,29.02
613,Infrastructure,Site_612,683,1863652.44,76948,27,8.5,3.34,683,2201273.74,25,58,0.74,3,7.59,35,9.6,0,337621.3,28.61,1.94,18.12,0.0
614,Residential,Site_613,345,9428288.02,49454,18,0.89,1.01,394,11830433.75,26,25,0.68,1,7.5,22,7.25,49,2402145.72,239.22,5.02,25.48,14.2
615,Industrial,Site_614,539,7462539.72,29365,4,9.92,4.39,597,10687137.03,11,154,0.66,0,9.33,44,8.3,58,3224597.31,363.94,0.32,43.21,10.76
616,Residential,Site_615,99,2042628.0,73766,1,5.41,6.14,109,2927725.39,0,93,0.83,3,7.69,15,8.0,10,885097.39,39.69,7.28,43.33,10.1
617,Industrial,Site_616,331,2289316.3,49200,1,9.85,5.31,286,3084716.9,2,96,0.81,0,8.58,47,7.96,-45,795400.6,62.7,1.79,34.74,-13.6
618,Infrastructure,Site_617,340,7442880.01,12002,26,9.39,8.76,358,6855593.57,2,107,0.83,1,8.35,30,7.82,18,-587286.44,571.2,0.31,-7.89,5.29
619,Industrial,Site_618,94,1983556.53,14947,45,4.53,1.95,100,2469611.68,4,84,0.63,2,8.74,33,6.82,6,486055.16,165.22,1.78,24.5,6.38
620,Infrastructure,Site_619,208,2728332.29,80222,20,1.98,5.98,257,3743135.71,18,43,0.91,1,9.63,49,9.02,49,1014803.42,46.66,7.26,37.2,23.56
621,Infrastructure,Site_620,463,9651794.91,95840,23,1.65,5.62,603,8786731.82,28,170,0.74,4,9.6,0,7.81,140,-865063.09,91.68,0.93,-8.96,30.24
622,Residential,Site_621,154,2925411.98,79610,10,2.4,3.53,173,3597703.16,24,35,0.71,3,8.35,17,9.83,19,672291.18,45.19,13.15,22.98,12.34
623,Infrastructure,Site_622,235,6785507.33,53142,11,7.1,8.4,200,9599175.53,0,75,0.76,1,7.05,39,7.04,-35,2813668.21,180.63,3.54,41.47,-14.89
624,Industrial,Site_623,313,9796997.23,57307,41,2.73,7.78,294,11604163.54,3,134,0.74,2,8.28,42,8.73,-19,1807166.31,202.49,1.45,18.45,-6.07
625,Infrastructure,Site_624,328,4055819.29,5493,41,3.41,7.6,294,3660229.77,28,72,0.9,0,8.82,14,9.76,-34,-395589.52,666.34,0.26,-9.75,-10.37
626,Commercial,Site_625,266,666401.91,51085,5,4.49,8.89,232,604165.32,28,96,0.93,3,8.67,47,8.65,-34,-62236.6,11.83,2.29,-9.34,-12.78
627,Industrial,Site_626,371,2819399.26,35228,1,9.13,7.51,378,3242257.33,25,50,0.71,1,8.95,48,9.49,7,422858.08,92.04,1.86,15.0,1.89
628,Commercial,Site_627,152,8393333.32,80676,17,1.89,3.09,142,8334623.63,25,195,0.9,2,7.46,16,9.31,-10,-58709.68,103.31,2.91,-0.7,-6.58
629,Commercial,Site_628,306,8713783.94,52875,22,0.05,7.35,284,11316333.23,3,107,0.87,1,8.94,43,7.44,-22,2602549.29,214.02,1.74,29.87,-7.19
630,Industrial,Site_629,550,7800933.96,32655,34,0.6,3.77,458,10338418.32,16,133,0.93,4,7.55,9,8.4,-92,2537484.36,316.6,0.54,32.53,-16.73
631,Industrial,Site_630,699,1574543.28,44472,45,9.05,3.18,566,1585136.62,13,88,0.69,3,9.25,19,6.63,-133,10593.33,35.64,0.89,0.67,-19.03
632,Residential,Site_631,194,8057348.53,50437,41,6.48,1.66,167,11547147.11,17,19,0.8,0,8.02,5,8.14,-27,3489798.58,228.94,15.9,43.31,-13.92
633,Commercial,Site_632,188,9227439.07,50416,29,2.73,7.7,169,10751301.79,26,24,0.7,2,9.13,7,6.92,-19,1523862.72,213.25,12.43,16.51,-10.11
634,Commercial,Site_633,600,6205790.65,60711,4,1.77,7.4,635,6117094.67,0,51,0.89,1,7.14,44,8.97,35,-88695.99,100.76,1.87,-1.43,5.83
635,Commercial,Site_634,474,9438315.89,7816,5,2.94,3.11,524,12822433.1,21,102,0.6,3,8.22,33,8.11,50,3384117.21,1640.54,0.15,35.86,10.55
636,Commercial,Site_635,494,8354969.4,78175,11,1.15,7.74,436,11479600.12,15,194,0.8,1,9.12,31,7.64,-58,3124630.72,146.84,0.92,37.4,-11.74
637,Infrastructure,Site_636,607,6836229.41,65307,21,9.42,9.26,640,8774828.78,2,26,0.72,3,7.68,41,7.08,33,1938599.37,134.36,3.92,28.36,5.44
638,Residential,Site_637,565,5983259.75,47733,35,7.84,1.97,567,8448837.43,22,197,0.71,4,9.39,3,9.99,2,2465577.68,177.0,0.43,41.21,0.35
639,Industrial,Site_638,526,3811449.84,96028,12,4.62,3.09,478,5116580.91,20,18,0.83,1,8.89,43,6.29,-48,1305131.07,53.28,11.16,34.24,-9.13
640,Residential,Site_639,112,2013230.73,12240,26,8.65,7.75,90,2877557.88,8,123,0.9,4,8.76,49,6.17,-22,864327.15,235.09,1.11,42.93,-19.64
641,Industrial,Site_640,654,6247062.27,99234,19,2.49,3.47,706,7248671.43,22,45,0.81,2,8.06,38,6.87,52,1001609.17,73.05,3.12,16.03,7.95
642,Industrial,Site_641,547,3522059.76,93493,45,7.17,6.62,662,4749702.84,3,45,0.9,4,8.45,19,9.88,115,1227643.08,50.8,3.14,34.86,21.02
